Member,Order,SKU,Date,Description
M31908,6549868,7570555,2014-10-09,Shoe Polish
M31908,6549868,15669869,2014-10-09,Moong Dal
M31908,6549868,15669994,2014-10-09,Other Dals
M31908,6549868,7580802,2014-10-09,Sunflower Oils
M31908,6549868,34992264,2014-10-09,Organic Baby Foods
M31908,6549868,15669760,2014-10-09,Whole Spices
M31908,6549868,15670270,2014-10-09,Other Dals
M31908,6549868,34934493,2014-10-09,Chips
M31908,6549868,15669816,2014-10-09,Other Dals
M31908,6549868,15669818,2014-10-09,Whole Spices
M31908,6549868,15669998,2014-10-09,Other Dals
M31908,6549868,15669824,2014-10-09,Raw Rice
M31908,6549868,34989502,2014-10-09,Other Dals
M31908,6549868,92380875,2014-10-09,Agarbatti
M31908,6549868,34986129,2014-10-09,Whole Spices
M31908,6565022,7580802,2014-08-28,Sunflower Oils
M31908,6565022,15669856,2014-08-28,Sugar
M31908,6565022,15669810,2014-08-28,Almonds
M31908,6565022,15668375,2014-08-28,Root Vegetables
M31908,6565022,15668474,2014-08-28,Beans
M31908,6565022,7587698,2014-08-28,Organic Flours
M31908,6565022,15668521,2014-08-28,Bread
M31908,6565022,15668478,2014-08-28,Banana
M31908,6565022,15669814,2014-08-28,Jaggery
M31908,6565022,15668468,2014-08-28,Beans
M31908,6565022,34932204,2014-08-28,Snacks & Sweets
M31908,6582881,15669824,2014-01-09,Raw Rice
M31908,6582881,15669861,2014-01-09,Raw Peanuts
M31908,6582881,15668381,2014-01-09,Other Vegetables
M31908,6582881,15668378,2014-01-09,Other Vegetables
M31908,6582881,15668465,2014-01-09,Root Vegetables
M31908,6582881,15669810,2014-01-09,Almonds
M31908,6598357,15668521,2014-08-18,Bread
M31908,6598357,15668379,2014-08-18,Other Vegetables
M31908,6598357,15668375,2014-08-18,Root Vegetables
M31908,6598357,21409125,2014-08-18,Sugar Cubes
M31908,6598357,15668520,2014-08-18,Bread
M31908,6609730,15668478,2014-08-21,Banana
M31908,6609730,15668465,2014-08-21,Root Vegetables
M31908,6609730,15668379,2014-08-21,Other Vegetables
M31908,6609730,15668375,2014-08-21,Root Vegetables
M31908,6609730,15668381,2014-08-21,Other Vegetables
M31908,6656888,34992264,2014-07-28,Organic Baby Foods
M31908,6656888,34986118,2014-07-28,Whole Spices
M31908,6656888,15669824,2014-07-28,Raw Rice
M31908,6656888,15668521,2014-07-28,Bread
M31908,6677502,34992872,2014-03-08,Cut Vegetables
M31908,6677502,15668521,2014-03-08,Bread
M31908,6677502,15668379,2014-03-08,Other Vegetables
M31908,6677502,34932204,2014-03-08,Snacks & Sweets
M31908,6697105,15668379,2014-07-21,Other Vegetables
M31908,6697105,34930888,2014-07-21,Exam Boards
M31908,6697105,15668474,2014-07-21,Beans
M31908,6697105,7586304,2014-07-21,Namkeen
M31908,6697105,15668521,2014-07-21,Bread
M31908,6697105,7593949,2014-07-21,Cream Biscuits
M31908,6697105,7586308,2014-07-21,Chips
M31908,6711838,15668381,2014-07-26,Other Vegetables
M31908,6711838,34932204,2014-07-26,Snacks & Sweets
M31908,6711838,15668379,2014-07-26,Other Vegetables
M31908,6711838,7629390,2014-07-26,"Glucose, Marie & Milk Biscuits"
M31908,6711838,15669856,2014-07-26,Sugar
M31908,6711838,15668521,2014-07-26,Bread
M31908,6726787,7625765,2014-11-07,Sunflower Oils
M31908,6726787,15669856,2014-11-07,Sugar
M31908,6726787,15669998,2014-11-07,Other Dals
M31908,6726787,34989859,2014-11-07,Phenyles & Acids
M31908,6726787,15669777,2014-11-07,Urad Dal
M31908,6726787,15669816,2014-11-07,Other Dals
M31908,6726787,15669810,2014-11-07,Almonds
M31908,6726787,34986118,2014-11-07,Whole Spices
M31908,6726787,15669878,2014-11-07,Toor Dal
M31908,6726787,15669860,2014-11-07,Moong Dal
M31908,6726787,15669803,2014-11-07,Cashews
M31908,6726787,7726260,2014-11-07,Other Oils
M31908,6726787,15669884,2014-11-07,Whole Spices
M31908,6734343,34995965,2014-07-13,Yogurt & Lassi
M31908,6734343,15668379,2014-07-13,Other Vegetables
M31908,6734343,34991198,2014-07-13,Cakes
M31908,6734343,15668521,2014-07-13,Bread
M31908,6744931,7586509,2014-07-16,Namkeen
M31908,6744931,7586364,2014-07-16,Namkeen
M31908,6744931,7586314,2014-07-16,Snacky Nuts
M31908,6744931,34932204,2014-07-16,Snacks & Sweets
M31908,6754821,15670245,2014-06-30,Organic F&V
M31908,6754821,15669869,2014-06-30,Moong Dal
M31908,6754821,15669821,2014-06-30,Whole Spices
M31908,6754821,7580802,2014-06-30,Sunflower Oils
M31908,6754821,15668688,2014-06-30,Root Vegetables
M31908,6754821,7574983,2014-06-30,"Glucose, Marie & Milk Biscuits"
M31908,6754821,15669780,2014-06-30,Sugar
M31908,6754821,15668379,2014-06-30,Other Vegetables
M31908,6754821,15669810,2014-06-30,Almonds
M31908,6754821,15669803,2014-06-30,Cashews
M31908,6754821,15669878,2014-06-30,Toor Dal
M31908,6768409,15668381,2014-04-07,Other Vegetables
M31908,6768409,7586312,2014-04-07,Snacky Nuts
M31908,6768409,15668521,2014-04-07,Bread
M31908,6768409,7586304,2014-04-07,Namkeen
M31908,6768409,15668474,2014-04-07,Beans
M31908,6768409,15670251,2014-04-07,Organic F&V
M31908,6768409,15670241,2014-04-07,Organic F&V
M31908,6768409,7586311,2014-04-07,Chips
M31908,6768409,34992264,2014-04-07,Organic Baby Foods
M31908,6768409,7586309,2014-04-07,Chips
M31908,6782331,15669824,2014-08-07,Raw Rice
M31908,6784053,93105735,2014-06-19,Organic Masalas & Spices
M31908,6784053,7586312,2014-06-19,Snacky Nuts
M31908,6784053,15669856,2014-06-19,Sugar
M31908,6784053,15669861,2014-06-19,Raw Peanuts
M31908,6784053,7586311,2014-06-19,Chips
M31908,6784053,7586364,2014-06-19,Namkeen
M31908,6784053,7586304,2014-06-19,Namkeen
M31908,6784053,15669878,2014-06-19,Toor Dal
M31908,6784053,15668379,2014-06-19,Other Vegetables
M31908,6801034,7593949,2014-06-24,Cream Biscuits
M31908,6801034,15668521,2014-06-24,Bread
M31908,6801034,34993369,2014-06-24,Toothpaste
M31908,6801034,15669824,2014-06-24,Raw Rice
M31908,7367428,7580802,2013-10-28,Sunflower Oils
M31908,7367428,15669824,2013-10-28,Raw Rice
M31908,7367428,15669760,2013-10-28,Whole Spices
M31908,7367428,15669869,2013-10-28,Moong Dal
M31908,7367428,93274726,2013-10-28,Organic Dals & Pulses
M31908,7367428,15669804,2013-10-28,Cashews
M31908,7395326,15669799,2013-05-10,Raisins
M31908,7395326,15668688,2013-05-10,Root Vegetables
M31908,7395326,15669764,2013-05-10,Besan
M31908,7412588,92956738,2013-07-09,Yogurt & Lassi
M31908,7412588,15669835,2013-07-09,Raw Rice
M31908,7420135,15670157,2013-12-09,Organic F&V
M31908,7420135,7629391,2013-12-09,"Glucose, Marie & Milk Biscuits"
M31908,7420135,15670251,2013-12-09,Organic F&V
M31908,7420135,7608368,2013-12-09,Cakes
M31908,7420135,15668465,2013-12-09,Root Vegetables
M31908,7420135,15668375,2013-12-09,Root Vegetables
M31908,7420135,15670250,2013-12-09,Organic F&V
M31908,7420135,93141023,2013-12-09,Yogurt & Lassi
M31908,7420135,15668521,2013-12-09,Bread
M31908,7420135,7593949,2013-12-09,Cream Biscuits
M31908,7463650,7629391,2013-08-30,"Glucose, Marie & Milk Biscuits"
M31908,7463650,34987360,2013-08-30,Cream Biscuits
M31908,7463650,7587491,2013-08-30,Organic Flours
M31908,7463650,34987290,2013-08-30,Cookies
M31908,7463650,93141023,2013-08-30,Yogurt & Lassi
M31908,7463650,7608368,2013-08-30,Cakes
M31908,7463650,15668379,2013-08-30,Other Vegetables
M31908,7463650,93141022,2013-08-30,Yogurt & Lassi
M31908,7463650,15668521,2013-08-30,Bread
M31908,7476948,93141022,2013-07-28,Yogurt & Lassi
M31908,7476948,15668381,2013-07-28,Other Vegetables
M31908,7476948,15668379,2013-07-28,Other Vegetables
M31908,7476948,15670251,2013-07-28,Organic F&V
M31908,7476948,15668688,2013-07-28,Root Vegetables
M31908,7476948,93141023,2013-07-28,Yogurt & Lassi
M31908,7476948,15668521,2013-07-28,Bread
M31908,7491283,34987110,2013-05-08,Curd
M31908,7491283,92956738,2013-05-08,Yogurt & Lassi
M31908,7491283,93141023,2013-05-08,Yogurt & Lassi
M31908,7502517,93141023,2013-12-08,Yogurt & Lassi
M31908,7502517,92956738,2013-12-08,Yogurt & Lassi
M31908,7502517,7593949,2013-12-08,Cream Biscuits
M31908,7556011,15669772,2013-06-26,Other Dals
M31908,7556011,93141023,2013-06-26,Yogurt & Lassi
M31908,7556011,93141022,2013-06-26,Yogurt & Lassi
M31908,7556011,15669816,2013-06-26,Other Dals
M31908,7556011,15670159,2013-06-26,Organic F&V
M31908,7556011,7673854,2013-06-26,Pet Food
M31908,7568750,15669835,2013-05-07,Raw Rice
M31908,7568750,15670251,2013-05-07,Organic F&V
M31908,7568750,15670252,2013-05-07,Organic F&V
M31908,7568750,15670159,2013-05-07,Organic F&V
M31908,7614518,93141022,2013-06-05,Yogurt & Lassi
M31908,7614518,92956738,2013-06-05,Yogurt & Lassi
M31908,7614518,92867576,2013-06-05,Car Freshener
M31908,7614518,92867577,2013-06-05,Home & Air Freshener
M31908,7614518,93289485,2013-06-05,Phenyles & Acids
M31908,7626406,15669824,2013-05-14,Raw Rice
M31908,7626406,93141022,2013-05-14,Yogurt & Lassi
M31908,7626406,7580802,2013-05-14,Sunflower Oils
M31908,7626406,93141023,2013-05-14,Yogurt & Lassi
M31908,7626406,15669821,2013-05-14,Whole Spices
M31908,7626406,7608368,2013-05-14,Cakes
M31908,7626406,15668521,2013-05-14,Bread
M31908,7786144,7617882,2012-09-11,Ready Mix
M31908,7786144,7572433,2012-09-11,Cooking Paste
M31908,7786144,15669821,2012-09-11,Whole Spices
M31908,7786144,7594818,2012-09-11,Instant Noodles
M31908,7786144,15670157,2012-09-11,Organic F&V
M31908,7786144,15669782,2012-09-11,Raw Rice
M31908,7786144,15669804,2012-09-11,Cashews
M31908,7786144,7593949,2012-09-11,Cream Biscuits
M31908,7786144,7572240,2012-09-11,Instant Noodles
M31908,7786144,7574041,2012-09-11,Pet Food
M31908,7786144,15668465,2012-09-11,Root Vegetables
M31908,7786144,93289487,2012-09-11,Phenyles & Acids
M31908,7786144,7572251,2012-09-11,Cooking Paste
M31908,7786144,15669764,2012-09-11,Besan
M31908,7786144,15668379,2012-09-11,Other Vegetables
M31908,7786144,92867580,2012-09-11,Car Freshener
M31908,7801570,15670004,2012-12-07,Raw Rice
M31908,7801570,15668521,2012-12-07,Bread
M31908,7801570,15669795,2012-12-07,Other Dry Fruits
M31908,7807059,7593949,2012-02-08,Cream Biscuits
M31908,7807059,15669872,2012-02-08,Avalakki / Poha
M31908,7807059,15669803,2012-02-08,Cashews
M31908,7807059,15669981,2012-02-08,Raisins
M31908,7807059,7594523,2012-02-08,Cream Biscuits
M31908,7813343,15668689,2012-08-23,Root Vegetables
M31908,7813343,15668471,2012-08-23,Beans
M31908,7813343,15668379,2012-08-23,Other Vegetables
M31908,7813343,92956738,2012-08-23,Yogurt & Lassi
M31908,7831565,7573893,2011-12-19,Wafers
M31908,7831565,7593949,2011-12-19,Cream Biscuits
M31908,7831878,15668378,2011-12-25,Other Vegetables
M31908,7831878,15668381,2011-12-25,Other Vegetables
M31908,7831878,15668375,2011-12-25,Root Vegetables
M31908,7831878,15668464,2011-12-25,Root Vegetables
M31908,7832408,15668376,2011-08-12,Root Vegetables
M31908,7832408,15668473,2011-08-12,Beans
M31908,7832408,15668464,2011-08-12,Root Vegetables
M31908,7832408,7593949,2011-08-12,Cream Biscuits
M31908,7832408,15668416,2011-08-12,Banana
M31908,7832576,15668468,2012-01-13,Beans
M31908,7832576,15668521,2012-01-13,Bread
M31908,7832576,15668689,2012-01-13,Root Vegetables
M31908,7832576,7593949,2012-01-13,Cream Biscuits
M31908,7832576,15668379,2012-01-13,Other Vegetables
M31908,7833207,7593949,2012-02-01,Cream Biscuits
M31908,7840995,15668376,2012-03-27,Root Vegetables
M31908,7840995,15669863,2012-03-27,Moong Dal
M31908,7850326,15668379,2012-05-14,Other Vegetables
M31908,7850326,15668381,2012-05-14,Other Vegetables
M31908,7850326,15668376,2012-05-14,Root Vegetables
M31908,7850326,15668521,2012-05-14,Bread
M31908,7875572,15668521,2014-11-06,Bread
M31908,7875572,15668478,2014-11-06,Banana
M31908,7875572,15670245,2014-11-06,Organic F&V
M31908,7875572,15669785,2014-11-06,Boiled Rice
M31908,7875572,15669780,2014-11-06,Sugar
M31908,7875572,15669772,2014-11-06,Other Dals
M31908,7875572,15669824,2014-11-06,Raw Rice
M31908,7875572,15669804,2014-11-06,Cashews
M31908,7875572,15669810,2014-11-06,Almonds
M31908,7877083,15670270,2014-11-06,Other Dals
M31908,7877083,15669760,2014-11-06,Whole Spices
M31908,7877083,15669860,2014-11-06,Moong Dal
M31908,7877083,34990047,2014-11-06,Phenyles & Acids
M31908,7877083,7580802,2014-11-06,Sunflower Oils
M31908,7877083,34986129,2014-11-06,Whole Spices
M31908,7877083,34987566,2014-11-06,Whole Spices
M31908,7877083,15669777,2014-11-06,Urad Dal
M31908,7877083,21408953,2014-11-06,Whole Spices
M31908,7877083,15669856,2014-11-06,Sugar
M31908,7877083,34993369,2014-11-06,Toothpaste
M31908,7877083,15670267,2014-11-06,Toor Dal
M31908,7877083,15669821,2014-11-06,Whole Spices
M31908,7877083,15669869,2014-11-06,Moong Dal
M31908,7909168,34931374,2014-01-06,Milk Drinks
M31908,7909168,93141022,2014-01-06,Yogurt & Lassi
M31908,7909168,7586309,2014-01-06,Chips
M31908,7909168,34931443,2014-01-06,Yogurt & Lassi
M31908,7909168,7593949,2014-01-06,Cream Biscuits
M31908,7909168,34987958,2014-01-06,Mango Juices
M31908,7909168,21410749,2014-01-06,Organic Juices
M31908,7909168,7629390,2014-01-06,"Glucose, Marie & Milk Biscuits"
M31908,7934701,15668521,2014-05-18,Bread
M31908,7934701,34995965,2014-05-18,Yogurt & Lassi
M31908,7934701,7580089,2014-05-18,Ice Creams & Desserts
M31908,7945172,21408953,2014-05-22,Whole Spices
M31908,7967570,15668521,2014-06-05,Bread
M31908,7967570,7629391,2014-06-05,"Glucose, Marie & Milk Biscuits"
M31908,7967570,34996032,2014-06-05,Honey
M31908,7974536,34992264,2014-09-05,Organic Baby Foods
M31908,7974536,7580802,2014-09-05,Sunflower Oils
M31908,7974536,15669835,2014-09-05,Raw Rice
M31908,7974536,15669821,2014-09-05,Whole Spices
M31908,7974536,15668379,2014-09-05,Other Vegetables
M31908,7974536,34987224,2014-09-05,Ice Creams & Desserts
M31908,7974536,15669869,2014-09-05,Moong Dal
M31908,7974536,21408953,2014-09-05,Whole Spices
M31908,7974536,15669878,2014-09-05,Toor Dal
M31908,7974536,15669856,2014-09-05,Sugar
M31908,7988274,7580089,2014-05-14,Ice Creams & Desserts
M31908,7988274,15668375,2014-05-14,Root Vegetables
M31908,7988274,34994856,2014-05-14,Mango Juices
M31908,7988274,15668379,2014-05-14,Other Vegetables
M31908,7988274,15668416,2014-05-14,Banana
M31908,7988274,7586308,2014-05-14,Chips
M31908,7988274,34990550,2014-05-14,Healthy & Digestive Biscuits
M31908,7988274,15668521,2014-05-14,Bread
M31908,7988274,7586311,2014-05-14,Chips
M31908,8028238,15669818,2014-07-04,Whole Spices
M31908,8028238,34990556,2014-07-04,Cookies
M31908,8028238,7629391,2014-07-04,"Glucose, Marie & Milk Biscuits"
M31908,8028238,15668379,2014-07-04,Other Vegetables
M31908,8028238,7580034,2014-07-04,Ice Creams & Desserts
M31908,8028238,7593949,2014-07-04,Cream Biscuits
M31908,8028238,15668521,2014-07-04,Bread
M31908,8028238,15668478,2014-07-04,Banana
M31908,8028238,15668375,2014-07-04,Root Vegetables
M31908,8028238,34994856,2014-07-04,Mango Juices
M31908,8028238,34987224,2014-07-04,Ice Creams & Desserts
M31908,8041882,15668478,2014-04-13,Banana
M31908,8041882,15669869,2014-04-13,Moong Dal
M31908,8041882,34995965,2014-04-13,Yogurt & Lassi
M31908,8041882,21410749,2014-04-13,Organic Juices
M31908,8041882,15668521,2014-04-13,Bread
M31908,8041882,15668375,2014-04-13,Root Vegetables
M31908,8041882,15668378,2014-04-13,Other Vegetables
M31908,8058046,15669824,2014-04-21,Raw Rice
M31908,8075710,21410749,2014-01-04,Organic Juices
M31908,8075710,15668521,2014-01-04,Bread
M31908,8075710,34993126,2014-01-04,Home & Air Freshener
M31908,8105560,15668378,2014-03-16,Other Vegetables
M31908,8105560,29247044,2014-03-16,Besan
M31908,8105560,15668521,2014-03-16,Bread
M31908,8105560,7580802,2014-03-16,Sunflower Oils
M31908,8105560,15669824,2014-03-16,Raw Rice
M31908,8105560,15668375,2014-03-16,Root Vegetables
M31908,8105560,15668473,2014-03-16,Beans
M31908,8105560,15670250,2014-03-16,Organic F&V
M31908,8105560,15668542,2014-03-16,Buns & Pavs
M31908,8114911,15669814,2014-03-20,Jaggery
M31908,8114911,15668381,2014-03-20,Other Vegetables
M31908,8114911,15668377,2014-03-20,Root Vegetables
M31908,8120863,15668521,2014-03-23,Bread
M31908,8120863,34990550,2014-03-23,Healthy & Digestive Biscuits
M31908,8120863,34989502,2014-03-23,Other Dals
M31908,8120863,7629391,2014-03-23,"Glucose, Marie & Milk Biscuits"
M31908,8120863,34989059,2014-03-23,Cleaning & Dust Cloth
M31908,8120863,15670270,2014-03-23,Other Dals
M31908,8120863,15669824,2014-03-23,Raw Rice
M31908,8140525,15668377,2014-02-03,Root Vegetables
M31908,8140525,15668381,2014-02-03,Other Vegetables
M31908,8140525,15668473,2014-02-03,Beans
M31908,8140525,7617882,2014-02-03,Ready Mix
M31908,8140525,15668379,2014-02-03,Other Vegetables
M31908,8140525,15668465,2014-02-03,Root Vegetables
M31908,8140525,15668478,2014-02-03,Banana
M31908,8140525,15668521,2014-02-03,Bread
M31908,8154870,15669795,2014-09-03,Other Dry Fruits
M31908,8154870,15669824,2014-09-03,Raw Rice
M31908,8154870,15669869,2014-09-03,Moong Dal
M31908,8154870,15669769,2014-09-03,Other Dals
M31908,8154870,15668521,2014-09-03,Bread
M31908,8154870,15669861,2014-09-03,Raw Peanuts
M31908,8154870,34993369,2014-09-03,Toothpaste
M31908,8154870,15669776,2014-09-03,Other Dals
M31908,8154870,15669803,2014-09-03,Cashews
M31908,8159802,15668381,2014-11-02,Other Vegetables
M31908,8159802,15668375,2014-11-02,Root Vegetables
M31908,8159802,15668520,2014-11-02,Bread
M31908,8159802,15668521,2014-11-02,Bread
M31908,8159802,15668478,2014-11-02,Banana
M31908,8159802,7625563,2014-11-02,Ground Coffee
M31908,8159802,15668379,2014-11-02,Other Vegetables
M31908,8172277,15670157,2014-02-16,Organic F&V
M31908,8234238,15669821,2014-01-16,Whole Spices
M31908,8234238,7580802,2014-01-16,Sunflower Oils
M31908,8234238,15670267,2014-01-16,Toor Dal
M31908,8234238,15669799,2014-01-16,Raisins
M31908,8234238,21408952,2014-01-16,Whole Spices
M31908,8234238,15669772,2014-01-16,Other Dals
M31908,8234238,7692619,2014-01-16,Shaving Blade & Razors
M31908,8234238,15669869,2014-01-16,Moong Dal
M31908,8234238,7593949,2014-01-16,Cream Biscuits
M31908,8234238,34993070,2014-01-16,"Scissors, Glue & Tape"
M31908,8234238,7629391,2014-01-16,"Glucose, Marie & Milk Biscuits"
M31908,8234238,15669835,2014-01-16,Raw Rice
M31908,8234238,15669884,2014-01-16,Whole Spices
M31908,8234238,15668521,2014-01-16,Bread
M31908,8234238,15669773,2014-01-16,Urad Dal
M31908,8234238,15668378,2014-01-16,Other Vegetables
M31908,8234238,15669804,2014-01-16,Cashews
M31908,8234238,7656171,2014-01-16,"Shaving Cream, Foam & Gels"
M31908,8234238,15669810,2014-01-16,Almonds
M31908,8242207,15668478,2014-01-21,Banana
M31908,8301321,15668378,2013-12-12,Other Vegetables
M31908,8301321,15669773,2013-12-12,Urad Dal
M31908,8301321,15670252,2013-12-12,Organic F&V
M31908,8301321,7593949,2013-12-12,Cream Biscuits
M31908,8301321,7617882,2013-12-12,Ready Mix
M31908,8301321,15669869,2013-12-12,Moong Dal
M31908,8301321,15668465,2013-12-12,Root Vegetables
M31908,8301321,15668381,2013-12-12,Other Vegetables
M31908,8301321,15669780,2013-12-12,Sugar
M31908,8301321,7637309,2013-12-12,Mosquito Repellent
M31908,8301321,7580802,2013-12-12,Sunflower Oils
M31908,8301321,15668375,2013-12-12,Root Vegetables
M31908,8301321,7582053,2013-12-12,Health Drinks
M31908,8301321,15670267,2013-12-12,Toor Dal
M31908,8301321,93134499,2013-12-12,"Glucose, Marie & Milk Biscuits"
M31908,8372735,15668381,2013-11-11,Other Vegetables
M31908,8372735,15670269,2013-11-11,Other Dals
M31908,8372735,21408953,2013-11-11,Whole Spices
M31908,8372735,15669760,2013-11-11,Whole Spices
M31908,8372735,15669869,2013-11-11,Moong Dal
M31908,8372735,15669884,2013-11-11,Whole Spices
M31908,8372735,15669818,2013-11-11,Whole Spices
M31908,8372735,15669824,2013-11-11,Raw Rice
M31908,8372735,15668465,2013-11-11,Root Vegetables
M31908,8372735,15669878,2013-11-11,Toor Dal
M31908,8372735,15668379,2013-11-11,Other Vegetables
M31908,8372735,15668467,2013-11-11,Beans
M31908,8372735,34987224,2013-11-11,Ice Creams & Desserts
M31908,8372735,7704153,2013-11-11,Mosquito Repellent
M31908,8372735,15669773,2013-11-11,Urad Dal
M31908,8372735,15669823,2013-11-11,Whole Spices
M31908,8372735,7593949,2013-11-11,Cream Biscuits
M31966,6439309,15668378,2014-04-10,Other Vegetables
M31966,6439309,15668467,2014-04-10,Beans
M31966,6439309,7689353,2014-04-10,Ground Coffee
M31966,6462335,15669881,2014-09-21,Sooji & Rava
M31966,6462335,21408952,2014-09-21,Whole Spices
M31966,6462335,15668379,2014-09-21,Other Vegetables
M31966,6462335,15668462,2014-09-21,Gourd & Cucumber
M31966,6462335,34993978,2014-09-21,Mosquito Repellent
M31966,6462335,15668471,2014-09-21,Beans
M31966,6462335,34938526,2014-09-21,Other Sweets
M31966,6462335,7689353,2014-09-21,Ground Coffee
M31966,6462335,15668381,2014-09-21,Other Vegetables
M31966,6462335,15668465,2014-09-21,Root Vegetables
M31966,6462335,15668375,2014-09-21,Root Vegetables
M31966,6462335,34991043,2014-09-21,Brushes & Scrubbers
M31966,6496410,15669767,2014-09-13,Urad Dal
M31966,6496410,7587698,2014-09-13,Organic Flours
M31966,6496410,15670267,2014-09-13,Toor Dal
M31966,6496410,15669763,2014-09-13,Other Dals
M31966,6496410,15669789,2014-09-13,Boiled Rice
M31966,6496410,15668451,2014-09-13,Brinjals
M31966,6496410,15669869,2014-09-13,Moong Dal
M31966,6496410,15668381,2014-09-13,Other Vegetables
M31966,6496410,15669760,2014-09-13,Whole Spices
M31966,6496410,15669884,2014-09-13,Whole Spices
M31966,6496410,29247229,2014-09-13,Whole Spices
M31966,6496410,15669821,2014-09-13,Whole Spices
M31966,6529279,15668467,2014-05-09,Beans
M31966,6529279,15668381,2014-05-09,Other Vegetables
M31966,6529279,7689353,2014-05-09,Ground Coffee
M31966,6529279,15668378,2014-05-09,Other Vegetables
M31966,6538989,15669832,2014-07-09,Sugar
M31966,6561906,15669995,2014-08-27,Other Dals
M31966,6561906,15668478,2014-08-27,Banana
M31966,6595518,15668378,2014-08-17,Other Vegetables
M31966,6595518,15669863,2014-08-17,Moong Dal
M31966,6595518,15669872,2014-08-17,Avalakki / Poha
M31966,6595518,15669856,2014-08-17,Sugar
M31966,6595518,15669823,2014-08-17,Whole Spices
M31966,6595518,15668467,2014-08-17,Beans
M31966,6595518,15669821,2014-08-17,Whole Spices
M31966,6595518,15668381,2014-08-17,Other Vegetables
M31966,6595518,15669859,2014-08-17,Toor Dal
M31966,6595518,15669803,2014-08-17,Cashews
M31966,6595518,15669881,2014-08-17,Sooji & Rava
M31966,6595518,7689353,2014-08-17,Ground Coffee
M31966,6595518,15668451,2014-08-17,Brinjals
M31966,6595518,15668688,2014-08-17,Root Vegetables
M31966,6613348,15668451,2014-08-23,Brinjals
M31966,6613348,7653522,2014-08-23,Namkeen
M31966,6613348,15668379,2014-08-23,Other Vegetables
M31966,6613348,15668467,2014-08-23,Beans
M31966,6613348,15668465,2014-08-23,Root Vegetables
M31966,6613348,7689353,2014-08-23,Ground Coffee
M31966,6613348,15668460,2014-08-23,Gourd & Cucumber
M31966,6613348,15669838,2014-08-23,Raw Rice
M31966,6706474,15668460,2014-07-24,Gourd & Cucumber
M31966,6706474,7587650,2014-07-24,Organic Rice & Rice Products
M31966,6706474,15668378,2014-07-24,Other Vegetables
M31966,6706474,15668494,2014-07-24,Exotic Vegetables
M31966,6706474,15668594,2014-07-24,Exotic Vegetables
M31966,6743576,15668688,2014-07-15,Root Vegetables
M31966,6743576,15668465,2014-07-15,Root Vegetables
M31966,6743576,15668451,2014-07-15,Brinjals
M31966,6743576,7689353,2014-07-15,Ground Coffee
M31966,6747006,15668451,2014-07-16,Brinjals
M31966,6747006,15668688,2014-07-16,Root Vegetables
M31966,6747006,15668465,2014-07-16,Root Vegetables
M31966,6774580,15668381,2014-05-07,Other Vegetables
M31966,6774580,15669821,2014-05-07,Whole Spices
M31966,6774580,15670241,2014-05-07,Organic F&V
M31966,6774580,15669789,2014-05-07,Boiled Rice
M31966,6774580,15669861,2014-05-07,Raw Peanuts
M31966,6774580,34992872,2014-05-07,Cut Vegetables
M31966,6774580,15668379,2014-05-07,Other Vegetables
M31966,6774580,7689353,2014-05-07,Ground Coffee
M31966,6774580,15670252,2014-05-07,Organic F&V
M31966,6801035,15668451,2014-06-24,Brinjals
M31966,6801035,34986112,2014-06-24,Whole Spices
M31966,6801035,34986123,2014-06-24,Whole Spices
M31966,6801035,15669823,2014-06-24,Whole Spices
M31966,6801035,29247229,2014-06-24,Whole Spices
M31966,6801035,15668379,2014-06-24,Other Vegetables
M31966,6801035,34986116,2014-06-24,Whole Spices
M31966,6801035,15669869,2014-06-24,Moong Dal
M31966,6801035,29247226,2014-06-24,Whole Spices
M31966,6801035,15668471,2014-06-24,Beans
M31966,6801035,34986130,2014-06-24,Whole Spices
M31966,6801035,34986133,2014-06-24,Whole Spices
M31966,7347453,15668451,2013-10-16,Brinjals
M31966,7347453,15669821,2013-10-16,Whole Spices
M31966,7347453,7689353,2013-10-16,Ground Coffee
M31966,7347453,15668467,2013-10-16,Beans
M31966,7347453,15668379,2013-10-16,Other Vegetables
M31966,7347453,7548511,2013-10-16,Liquid Soaps & Bars
M31966,7347453,15670144,2013-10-16,Organic F&V
M31966,7347453,92379298,2013-10-16,Liquid Soaps & Bars
M31966,7347453,15668381,2013-10-16,Other Vegetables
M31966,7377870,15668381,2013-09-25,Other Vegetables
M31966,7377870,15668376,2013-09-25,Root Vegetables
M31966,7377870,15668462,2013-09-25,Gourd & Cucumber
M31966,7377870,15668460,2013-09-25,Gourd & Cucumber
M31966,7377870,15668378,2013-09-25,Other Vegetables
M31966,7377870,15669767,2013-09-25,Urad Dal
M31966,7377870,15669786,2013-09-25,Avalakki / Poha
M31966,7377870,7548498,2013-09-25,Liquid Soaps & Bars
M31966,7377870,15668451,2013-09-25,Brinjals
M31966,7377870,7689353,2013-09-25,Ground Coffee
M31966,7377870,15668467,2013-09-25,Beans
M31966,7377870,7547271,2013-09-25,Liquid Soaps & Bars
M31966,7394496,34986329,2013-05-10,Raw Rice
M31966,7394496,15670270,2013-05-10,Other Dals
M31966,7394496,15668378,2013-05-10,Other Vegetables
M31966,7394496,15669772,2013-05-10,Other Dals
M31966,7394496,15668465,2013-05-10,Root Vegetables
M31966,7394496,7596864,2013-05-10,Hand Wash
